//npcId - npcX npcY npcPLane
//Vorkath
28059 - 2269 4062 0 5
//Summoning guy
6988 - 2208 5342 0
//Shop assistant spawned by justin
552 - 3207 3398 0
//Shopkeeper spawned by justin
551 - 3206 3398 0
//Man spawned by justin
12347 - 3195 3400 0
//Apothecary spawned by justin
638 - 3196 3404 0
//Tanner spawned by justin
2320 - 3187 3406 0
//Guard spawned by justin
5919 - 3179 3401 0
//White Knight spawned by justin
3350 - 2981 3351 3
//White Knight spawned by justin
3348 - 2989 3338 1
//White Knight spawned by justin
3349 - 2986 3343 1
//Ambassador Spanfipple spawned by justin
4581 - 2987 3346 1
//White Knight spawned by justin
3348 - 2985 3347 1
//White Knight spawned by justin
3348 - 2981 3336 1
//White Knight spawned by justin
19 - 2976 3331 1
//null spawned by justin
608 - 2962 3337 2
//White Knight spawned by justin
3348 - 2982 3351 2
//White Knight spawned by justin
3349 - 2990 3346 2
//White Knight spawned by justin
3348 - 2984 3341 2
//White Knight spawned by justin
19 - 2986 3341 2
//null spawned by justin
605 - 2982 3339 2
//null spawned by justin
14348 - 2993 3340 0
//Melzar the Mad spawned by justin
753 - 2929 9649 0
//Lesser demon spawned by justin
6101 - 2936 9651 0
//Zombie spawned by justin
6099 - 2932 9642 0
//Zombie spawned by justin
6100 - 2933 9643 0
//Skeleton spawned by justin
6091 - 2933 3256 2
//Skeleton spawned by justin
6092 - 2930 3254 2
//Skeleton spawned by justin
6093 - 2926 3254 2
//Skeleton spawned by justin
6093 - 2928 3252 2
//Skeleton spawned by justin
6092 - 2925 3252 2
//Skeleton spawned by justin
6091 - 2927 3252 2
//Zombie rat spawned by justin
6090 - 2926 3256 0
//Ghost spawned by justin
6094 - 2927 3253 1
//Ghost spawned by justin
6096 - 2928 3252 1
//Ghost spawned by justin
6097 - 2928 3250 1
//Ghost spawned by justin
6098 - 2929 3255 1
//Ghost spawned by justin
6095 - 2930 3253 1
//Highwayman spawned by justin
180 - 2954 3245 0
//Rat spawned by justin
47 - 2939 3245 0
//Zombie rat spawned by justin
6089 - 2936 3249 0
//Zombie rat spawned by justin
6090 - 2935 3246 0
//Zombie rat spawned by justin
6089 - 2930 3252 0
//Zombie rat spawned by justin
6090 - 2928 3245 0
//Rat spawned by justin
47 - 2930 3251 0
//Butterfly spawned by justin
154 - 2965 3201 0
//Rat spawned by justin
2682 - 2956 3203 0
//Rat spawned by justin
2682 - 2954 3203 0
//Rat spawned by justin
2682 - 2955 3204 0
//Rat spawned by justin
2682 - 2959 3203 0
//Butterfly spawned by justin
153 - 2959 3226 0
//Butterfly spawned by justin
153 - 2954 3227 0
//null spawned by justin
2336 - 2943 3223 0
//Goblin spawned by justin
12354 - 3000 3209 0
//Goblin spawned by justin
12354 - 3003 3209 0
//Goblin spawned by justin
12354 - 2999 3211 0
//Thief spawned by justin
8 - 3009 3224 0
//Goblin spawned by justin
11241 - 3005 3223 0
//Goblin spawned by justin
8638 - 2999 3216 0
//Goblin spawned by justin
11239 - 3001 3213 0
//Goblin spawned by justin
13249 - 3005 3212 0
//Goblin spawned by justin
12354 - 2994 3210 0
//Goblin spawned by justin
11233 - 2990 3214 0
//Goblin spawned by justin
13250 - 2998 3206 0
//Goblin spawned by justin
13247 - 3002 3201 0
//Rat spawned by justin
47 - 2995 3199 0
//Goblin spawned by justin
11237 - 3005 3203 0
//Goblin spawned by justin
11233 - 2999 3208 0
//Goblin spawned by justin
13248 - 3000 3216 0
//White knight spawned by justin
15466 - 2992 3238 0
//White knight spawned by justin
15467 - 2994 3242 0
//White knight spawned by justin
15465 - 2996 3234 0
//White knight spawned by justin
15465 - 2993 3234 0
//null spawned by justin
15460 - 2991 3236 0
//Chicken spawned by justin
2314 - 3032 3288 0
//Chicken spawned by justin
2313 - 3033 3284 0
//Crow spawned by justin
1755 - 3092 3273 0
//Crow spawned by justin
1756 - 3095 3280 0
//Man spawned by justin
4589 - 3089 3267 0
//Crow spawned by justin
1756 - 3085 3248 0
//Woman spawned by justin
4590 - 3084 3265 0
//Giant rat spawned by justin
12348 - 3232 3169 0
//Giant rat spawned by justin
8828 - 3236 3188 0
//Giant rat spawned by justin
8828 - 3237 3181 0
//Giant rat spawned by justin
8829 - 3232 3184 0
//Giant rat spawned by justin
8828 - 3233 3187 0
//Giant rat spawned by justin
8828 - 3229 3192 0
//Giant rat spawned by justin
8829 - 3236 3173 0
//null spawned by justin
9633 - 3244 3199 0
//Goblin spawned by justin
3264 - 3128 3430 0
//Goblin spawned by justin
3264 - 3136 3438 0
//Goblin spawned by justin
3264 - 3125 3439 0
//Goblin spawned by justin
3264 - 3136 3423 0
//Goblin spawned by justin
3264 - 3133 3417 0
//Beefy Bill spawned by justin
246 - 3180 3320 0
//Rat spawned by justin
47 - 2956 3214 0
//Rat spawned by justin
47 - 2965 3214 0
//Monk spawned by justin
222 - 2819 3353 0
//Monk spawned by justin
222 - 2827 3346 0
//Monk spawned by justin
222 - 2843 3350 0
//Monk spawned by justin
222 - 2847 3348 0
//Monk spawned by justin
222 - 2851 3351 0
//Monk spawned by justin
281 - 2849 3349 0
//Monk spawned by justin
281 - 2847 3347 0
//Monk spawned by justin
281 - 2843 3347 0
//Fritz the Glassblower spawned by justin
4909 - 2832 3351 0
//Francis spawned by justin
2327 - 2814 3337 0
//Cave monk spawned by justin
656 - 2821 3374 0
//Auguste spawned by justin
5049 - 2809 3355 0
//Mazion spawned by justin
3114 - 2815 3341 0
//Frincos spawned by justin
578 - 2811 3344 0
//Monk of Entrana spawned by justin
657 - 2846 3370 0
//Monk of Entrana spawned by justin
657 - 2835 3335 0
//Monk of Entrana spawned by justin
657 - 2833 3336 0
//Monk of Entrana spawned by justin
658 - 2831 3335 0
//Monk of Entrana spawned by justin
658 - 2832 3336 0
//High Priest spawned by justin
216 - 2851 3348 0
//Black bear spawned by justin
106 - 2840 3381 0
//Unicorn spawned by justin
89 - 2837 3373 0
//Unicorn spawned by justin
89 - 2856 3376 0
//Chicken spawned by justin
41 - 2851 3371 0
//Chicken spawned by justin
41 - 2853 3369 0
//Chicken spawned by justin
41 - 2850 3369 0
//Chicken spawned by justin
41 - 2852 3371 0
//Chicken spawned by justin
41 - 2851 3374 0
//Entrana firebird spawned by justin
6108 - 2850 3387 0
//Chemist spawned by justin
367 - 2935 3210 0
//Brian spawned by justin
559 - 2958 3193 0
//Lucille spawned by justin
15469 - 2946 3207 0
//Dark wizard spawned by justin
3245 - 2909 3337 1
//Dark Wizard spawned by justin
3242 - 2909 3333 1
//Dark Wizard spawned by justin
3243 - 2906 3333 1
//Dark Wizard spawned by justin
3243 - 2906 3336 1
//Zandar spawned by justin
3308 - 2908 3337 2
//Dark wizard spawned by justin
3244 - 2910 3336 2
//Dark wizard spawned by justin
3243 - 2910 3333 2
//Dark Wizard spawned by justin
3242 - 2908 3332 2
//Cow spawned by justin
81 - 2929 3272 0
//Cow spawned by justin
81 - 2933 3273 0
//Highwayman spawned by justin
180 - 3007 3280 0
//Highwayman spawned by justin
180 - 3006 3298 0
//Cow spawned by justin
81 - 3177 3319 0
//Cow spawned by justin
81 - 3187 3322 0
//Cow spawned by justin
81 - 3197 3319 0
//Cow spawned by justin
81 - 3197 3312 0
//Cow spawned by justin
81 - 3190 3334 0
//Cow spawned by justin
81 - 3170 3323 0
//Cow spawned by justin
81 - 3157 3319 0
//Cow spawned by justin
81 - 3158 3327 0
//Cow spawned by justin
397 - 3170 3324 0
//Cow spawned by justin
397 - 3165 3322 0
//Cow spawned by justin
397 - 3159 3318 0
//Cow spawned by justin
397 - 3188 3326 0
//Cow spawned by justin
397 - 3197 3315 0
//Cow spawned by justin
397 - 3192 3312 0
//Cow calf spawned by justin
2310 - 3178 3338 0
//Cow calf spawned by justin
2310 - 3189 3324 0
//Cow calf spawned by justin
2310 - 3169 3323 0
//Cow calf spawned by justin
2310 - 3162 3326 0
//Giant rat spawned by justin
86 - 3203 3174 0
//Giant rat spawned by justin
87 - 3213 3167 0
//Giant rat spawned by justin
87 - 3209 3168 0
//Giant rat spawned by justin
87 - 3219 3177 0
//Giant rat spawned by justin
87 - 3214 3179 0
//Giant rat spawned by justin
87 - 3216 3185 0
//Giant rat spawned by justin
8828 - 3208 3189 0
//Giant rat spawned by justin
86 - 3199 3173 0
//Giant rat spawned by justin
47 - 3201 3174 0
//Fisherman spawned by justin
15567 - 3091 3235 0
//Unicorn spawned by justin
89 - 3133 3207 0
//Goblin spawned by justin
3264 - 3167 3198 0
//Goblin spawned by justin
3264 - 3161 3202 0
//Father Urhney spawned by justin
458 - 3206 3150 0
//Goblin spawned by justin
4263 - 3247 3237 0
//Goblin spawned by justin
4264 - 3247 3233 0
//Goblin spawned by justin
4264 - 3253 3240 0
//Goblin spawned by justin
4261 - 3256 3238 0
//Goblin spawned by justin
4262 - 3260 3239 0
//Goblin spawned by justin
4263 - 3263 3236 0
//Goblin spawned by justin
4264 - 3264 3244 0
//Goblin spawned by justin
4263 - 3257 3249 0
//Goblin spawned by justin
4261 - 3243 3252 0
//Goblin spawned by justin
4261 - 3247 3246 0
//Goblin spawned by justin
4262 - 3244 3245 0
//Goblin spawned by justin
4263 - 3244 3247 0
//Goblin spawned by justin
4264 - 3246 3245 0
//Goblin spawned by justin
4262 - 3248 3245 0
//Goblin spawned by justin
4263 - 3244 3245 0
//Goblin spawned by justin
4261 - 3258 3226 0
//Goblin spawned by justin
4262 - 3258 3226 0
//Goblin spawned by justin
4262 - 3255 3232 0
//Goblin spawned by justin
4262 - 3252 3231 0
//Goblin spawned by justin
4261 - 3256 3230 0
//Goblin spawned by justin
4263 - 3263 3219 0
//Dark beast spawned by justin
2783 - 1998 4633 0
//Dark beast spawned by justin
2783 - 2003 4639 0
//Dark beast spawned by justin
2783 - 1993 4646 0
//Dark beast spawned by justin
2783 - 2001 4647 0
//Dark beast spawned by justin
2783 - 2001 4643 0
//Dark beast spawned by justin
2783 - 1990 4654 0
//Dark beast spawned by justin
2783 - 1988 4653 0
//Dark beast spawned by justin
2783 - 1994 4658 0
//Dark beast spawned by justin
2783 - 1989 4660 0
//Dark beast spawned by justin
2783 - 1997 4663 0
//Dark beast spawned by justin
2783 - 1989 4659 0
//Dark beast spawned by justin
2783 - 1996 4660 0
//Dark beast spawned by justin
2783 - 2004 4653 0
//Dark beast spawned by justin
2783 - 2010 4655 0
//Mourner spawned by justin
719 - 2040 4642 0
//Mourner spawned by justin
2784 - 2044 4645 0
//Mourner spawned by justin
3216 - 2040 4637 0
//Mourner spawned by justin
2351 - 2039 4632 0
//Mourner spawned by justin
2374 - 2038 4632 0
//Head mourner spawned by justin
2372 - 2044 4631 0
//Brimhaven Dungeon
//Fire giant spawned by justin
1582 - 1257 4589 0
//Fire giant spawned by justin
1584 - 1248 4583 0
//Fire giant spawned by justin
1583 - 1242 4581 0
//Fire giant spawned by justin
1585 - 1246 4577 0
//Fire giant spawned by justin
1586 - 1250 4571 0
//Fire giant spawned by justin
1583 - 1234 4565 0
//Fire giant spawned by justin
1582 - 1260 4572 0
//Fire giant spawned by justin
1586 - 1259 4577 0
//Fire giant spawned by justin
1584 - 1238 4570 0
//Fire giant spawned by justin
1582 - 2632 9589 2
//Fire giant spawned by justin
1583 - 2632 9578 2
//Fire giant spawned by justin
1582 - 2636 9570 2
//Fire giant spawned by justin
1584 - 2642 9562 2
//Fire giant spawned by justin
1585 - 2632 9552 2
//Fire giant spawned by justin
1584 - 2629 9549 2
//Fire giant spawned by justin
1586 - 2630 9541 2
//Fire giant spawned by justin
1585 - 2627 9537 2
//Greater Demon spawned by justin
4700 - 2641 9505 2
//Greater demon spawned by justin
4698 - 2631 9493 2
//Greater demon spawned by justin
4701 - 2635 9489 2
//Greater demon spawned by justin
4699 - 2629 9478 2
//Greater Demon spawned by justin
4700 - 2640 9478 2
//Greater demon spawned by justin
4698 - 2634 9503 2
//Greater demon spawned by justin
4699 - 2636 9499 2
//Wild dog spawned by justin
1593 - 2640 9593 2
//Wild dog spawned by justin
1593 - 2633 9584 2
//Wild dog spawned by justin
1593 - 2637 9571 2
//Wild dog spawned by justin
1594 - 2643 9565 2
//Wild dog spawned by justin
1593 - 2636 9559 2
//Wild dog spawned by justin
1593 - 2626 9546 2
//Wild dog spawned by justin
1594 - 2626 9536 2
//Wild dog spawned by justin
1593 - 2631 9514 2
//Wild dog spawned by justin
1594 - 2635 9509 2
//Wild dog spawned by justin
1594 - 2630 9508 2
//Wild dog spawned by justin
1593 - 2630 9488 2
//Wild dog spawned by justin
1593 - 2635 9484 2
//Wild dog spawned by justin
1594 - 2648 9476 2
//Moss giant spawned by justin
112 - 2676 9593 0
//Moss giant spawned by justin
1587 - 2681 9594 0
//Wild dog spawned by justin
1593 - 2678 9587 0
//Moss giant spawned by justin
112 - 2683 9575 0
//Wild dog spawned by justin
1594 - 2679 9562 0
//Wild dog spawned by justin
1593 - 2673 9568 0
//Moss giant spawned by justin
1587 - 2664 9556 0
//Moss giant spawned by justin
1588 - 2659 9547 0
//Wild dog spawned by justin
1593 - 2659 9542 0
//Moss giant spawned by justin
112 - 2670 9544 0
//Moss giant spawned by justin
1588 - 2679 9549 0
//Wild dog spawned by justin
1594 - 2656 9514 0
//Wild dog spawned by justin
1594 - 2665 9513 0
//Wild dog spawned by justin
1594 - 2671 9516 0
//Wild dog spawned by justin
1594 - 2666 9521 0
//Wild dog spawned by justin
1593 - 2660 9522 0
//Wild dog spawned by justin
1593 - 2671 9525 0
//Wild dog spawned by justin
1593 - 2667 9528 0
//Wild dog spawned by justin
1593 - 2651 9526 0
//Wild dog spawned by justin
1593 - 2645 9532 0
//Wild dog spawned by justin
1593 - 2644 9539 0
//Wild dog spawned by justin
1593 - 2643 9520 0
//Moss giant spawned by justin
1587 - 2635 9526 0
//Moss giant spawned by justin
1587 - 2638 9533 0
//Moss giant spawned by justin
1588 - 2649 9536 0
//Moss giant spawned by justin
112 - 2639 9542 0
//Moss giant spawned by justin
1587 - 2647 9547 0
//Moss giant spawned by justin
1588 - 2646 9553 0
//Moss giant spawned by justin
112 - 2651 9564 0
//Moss giant spawned by justin
112 - 2652 9573 0
//Wild dog spawned by justin
1594 - 2657 9576 0
//Moss giant spawned by justin
1588 - 2654 9587 0
//Wild dog spawned by justin
1593 - 2645 9587 0
//Moss giant spawned by justin
1588 - 2641 9582 0
//Fire giant spawned by justin
1582 - 2655 9483 0
//Fire giant spawned by justin
110 - 2660 9481 0
//Fire giant spawned by justin
110 - 2666 9483 0
//Fire giant spawned by justin
1583 - 2668 9496 0
//Fire giant spawned by justin
110 - 2656 9502 0
//Moss giant spawned by justin
112 - 2642 9492 0
//Moss giant spawned by justin
112 - 2646 9489 0
//Moss giant spawned by justin
112 - 2646 9484 0
//Wild dog spawned by justin
1593 - 2667 9490 0
//Wild dog spawned by justin
1593 - 2660 9497 0
//Wild dog spawned by justin
1594 - 2654 9489 0
//Wild dog spawned by justin
1593 - 2642 9489 0
//Wild dog spawned by justin
1594 - 2677 9502 0
//Wild dog spawned by justin
1593 - 2685 9477 0
//Baby red dragon spawned by justin
1589 - 2697 9502 0
//Baby red dragon spawned by justin
1589 - 2710 9504 0
//Baby red dragon spawned by justin
1589 - 2728 9500 0
//Baby red dragon spawned by justin
4667 - 2728 9516 0
//Baby red dragon spawned by justin
4667 - 2722 9517 0
//Baby red dragon spawned by justin
4668 - 2698 9520 0
//Baby red dragon spawned by justin
1589 - 2709 9526 0
//Baby red dragon spawned by justin
1589 - 2698 9528 0
//Red dragon spawned by justin
4669 - 2693 9506 0
//Red dragon spawned by justin
4670 - 2700 9507 0
//Red dragon spawned by justin
53 - 2716 9503 0
//Red dragon spawned by justin
4671 - 2710 9518 0
//Red dragon spawned by justin
4672 - 2721 9519 0
//Red dragon spawned by justin
4670 - 2716 9509 0
//Wild dog spawned by justin
1593 - 2695 9509 0
//Wild dog spawned by justin
1593 - 2700 9522 0
//Wild dog spawned by justin
1593 - 2710 9526 0
//Black demon spawned by justin
4702 - 2736 9482 0
//Wild dog spawned by justin
1594 - 2729 9488 0
//Wild dog spawned by justin
1593 - 2730 9492 0
//Wild dog spawned by justin
1593 - 2740 9497 0
//Wild dog spawned by justin
1594 - 2744 9493 0
//Wild dog spawned by justin
1594 - 2741 9481 0
//Wild dog spawned by justin
1593 - 2743 9502 0
//Wild dog spawned by justin
1594 - 2744 9507 0
//Black demon spawned by justin
4702 - 2716 9482 0
//Black demon spawned by justin
4703 - 2709 9490 0
//Black demon spawned by justin
4704 - 2701 9482 0
//Wild dog spawned by justin
1593 - 2715 9480 0
//Wild dog spawned by justin
1593 - 2717 9484 0
//Wild dog spawned by justin
1593 - 2710 9489 0
//Wild dog spawned by justin
1593 - 2720 9487 0
//Wild dog spawned by justin
1593 - 2705 9483 0
//Wild dog spawned by justin
1593 - 2705 9486 0
//Wild dog spawned by justin
1593 - 2700 9490 0
//Starter Tutorial
8555 - 1346 5201 0
//Ankou spawned by justin
4383 - 2322 5226 0
//Ankou spawned by justin
4383 - 2322 5229 0
//Ankou spawned by justin
4383 - 2319 5228 0
//Ankou spawned by justin
4383 - 2315 5228 0
//Ankou spawned by justin
4383 - 2321 5220 0
//Ankou spawned by justin
4383 - 2328 5228 0
//Ankou spawned by justin
4383 - 2321 5234 0
//Ankou spawned by justin
4383 - 2321 5220 0
//Ghost spawned by justin
4387 - 2324 5226 0
//Ghost spawned by justin
4387 - 2321 5230 0
//Ghost spawned by justin
4387 - 2318 5228 0
//Ghost spawned by justin
4387 - 2323 5234 0
//Ghost spawned by justin
4387 - 2330 5228 0
//Ghost spawned by justin
4387 - 2323 5224 0
//Ghost spawned by justin
4387 - 2323 5221 0
//Ghost spawned by justin
4387 - 2314 5227 0
//Ankou spawned by justin
4382 - 2324 5200 0
//Ankou spawned by justin
4382 - 2326 5202 0
//Ankou spawned by justin
4382 - 2330 5200 0
//Ankou spawned by justin
4382 - 2327 5197 0
//Ankou spawned by justin
4383 - 2329 5195 0
//Ankou spawned by justin
4383 - 2326 5209 0
//Skeleton spawned by justin
4386 - 2328 5198 0
//Skeleton spawned by justin
4385 - 2326 5199 0
//Skeleton spawned by justin
4385 - 2323 5200 0
//Skeleton spawned by justin
4385 - 2325 5205 0
//Skeleton spawned by justin
4385 - 2318 5200 0
//Skeleton spawned by justin
4384 - 2355 5193 0
//Skeleton spawned by justin
4384 - 2356 5191 0
//Skeleton spawned by justin
4384 - 2352 5189 0
//Skeleton spawned by justin
4385 - 2354 5194 0
//Skeleton spawned by justin
4385 - 2353 5197 0
//Skeleton spawned by justin
4385 - 2350 5196 0
//Ghost spawned by justin
4387 - 2352 5199 0
//Ghost spawned by justin
4387 - 2353 5202 0
//Ghost spawned by justin
4388 - 2353 5200 0
//Ghost spawned by justin
4388 - 2354 5191 0
//Ghost spawned by justin
4388 - 2351 5189 0
//Ghost spawned by justin
4388 - 2351 5189 0
//Ghost spawned by justin
4388 - 2355 5192 0
//Skeleton spawned by justin
4386 - 2311 5188 0
//Skeleton spawned by justin
4386 - 2310 5191 0
//Skeleton spawned by justin
4385 - 2310 5188 0
//Skeleton spawned by justin
4386 - 2312 5187 0
//Ankou spawned by justin
4381 - 2360 5240 0
//Ankou spawned by justin
4381 - 2358 5241 0
//Ankou spawned by justin
4381 - 2359 5238 0
//Ankou spawned by justin
4381 - 2363 5241 0
//Ankou spawned by justin
4381 - 2359 5244 0
//Ankou spawned by justin
4381 - 2356 5241 0
//Ankou spawned by justin
4381 - 2359 5239 0
//Ankou spawned by justin
4381 - 2359 5243 0
//Shade spawned by justin
8645 - 2360 5214 0
//Shade spawned by justin
